userID,emailID,dialogID,nodeID,timeStamp,eventType,response
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,0,2016-07-27T20:00:12.151Z,click,__
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,3,2016-07-27T20:00:21.852Z,click,______
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,5,2016-07-27T20:00:28.583Z,click,___
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,6,2016-07-27T20:00:35.939Z,click,_____
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,7,2016-07-27T20:00:43.861Z,click,____
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,4,2016-07-27T20:00:53.191Z,click,_____
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,0,2016-07-27T20:01:05.211Z,click,______
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,8,2016-07-27T20:01:12.218Z,click,______
3442aef6-8014-b0ba-ef28-e3ce784f8a9e,t19,0,9,2016-07-27T20:02:49.662Z,click,________
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,1,2016-07-28T21:02:16.823Z,click,__
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,2,2016-07-28T21:02:27.708Z,click,____
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,0,2016-07-28T21:02:52.817Z,click,___
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,0,2016-07-28T21:03:07.362Z,click,______
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,8,2016-07-28T21:03:19.386Z,click,______
6e50e03c-96c5-4bae-1db4-fdc70e487b2f,t19,0,3,2016-07-28T21:03:56.854Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T21:46:27.977Z,click,__
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T21:46:36.844Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T21:46:43.474Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T21:46:56.168Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T21:47:05.544Z,click,_
