userID,emailID,dialogID,nodeID,timeStamp,eventType,response
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:11:02.045Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:11:50.708Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:12:07.428Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:12:27.729Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:12:35.876Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:12:53.308Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,2,2016-07-28T22:13:03.070Z,click,___
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:13:22.805Z,click,__
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,3,2016-07-28T22:13:42.626Z,click,____
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:14:11.614Z,click,__
6dbe1c8c-b0c9-8572-1b70-94175d9408b2,t19,0,0,2016-07-28T22:14:43.002Z,click,__
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:03:37.270Z,click,___
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,,2016-07-28T23:03:55.901Z,click,__
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:04:31.537Z,click,___
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,,2016-07-28T23:04:40.651Z,click,___
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:05:15.574Z,click,___kathy
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:05:31.874Z,click,__legacy
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:05:45.101Z,click,_____
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:09:01.076Z,click,__legacy
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,,2016-07-28T23:09:10.037Z,click,_____
f28fa39d-f71c-92a9-8a4d-a9e7a9071ab8,,0,0,2016-07-28T23:09:25.255Z,click,_____
f835d547-915c-19cc-7b29-575898f99b11,,0,1,2016-07-29T21:53:16.443Z,click,__
f835d547-915c-19cc-7b29-575898f99b11,,0,2,2016-07-29T21:53:30.793Z,click,___
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,2,2016-07-29T21:54:08.505Z,click,____
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,5,2016-07-29T21:54:35.792Z,click,___
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,8,2016-07-29T21:55:11.162Z,click,______
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,11,2016-07-29T21:56:05.643Z,click,_______
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,12,2016-07-29T21:56:46.619Z,click,________
bd3280e5-a3d1-d618-6d2c-181a5f415d9b,,0,4,2016-07-29T21:58:20.822Z,click,_____
a037be73-1503-3249-633b-c0b4911e3775,,0,1,2016-08-04T14:10:01.235Z,click,__
a037be73-1503-3249-633b-c0b4911e3775,,0,2,2016-08-04T14:10:05.316Z,click,____
a037be73-1503-3249-633b-c0b4911e3775,,0,4,2016-08-04T14:10:14.124Z,click,_____
2031f8af-842e-ef61-d305-5ada200df728,t17,0,0,2016-08-08T21:49:05.917Z,click,_____
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,1,2016-08-08T22:40:15.272Z,click,__
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,2,2016-08-08T22:40:21.620Z,click,____
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,3,2016-08-08T22:40:34.354Z,click,____
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,5,2016-08-08T22:40:42.329Z,click,___
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,8,2016-08-08T22:42:10.874Z,click,______
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,0,2016-08-08T22:43:07.934Z,click,______
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,0,2016-08-08T22:44:17.285Z,click,____
8a1813a9-ce9c-7470-e0f7-542ae3f0a847,t19,0,0,2016-08-08T22:44:58.957Z,click,________
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,1,2016-08-08T22:45:35.808Z,click,__
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,0,2016-08-08T22:45:45.818Z,click,___
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,2,2016-08-08T22:45:57.226Z,click,____
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,0,2016-08-08T22:46:04.802Z,click,___
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,0,2016-08-08T22:46:19.471Z,click,_______
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,0,2016-08-08T22:46:33.448Z,click,___
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,5,2016-08-08T22:46:41.536Z,click,___
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,3,2016-08-08T22:47:10.880Z,click,______
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,8,2016-08-08T22:47:44.307Z,click,______
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,0,2016-08-08T22:48:29.030Z,click,__
289677f3-0794-da98-7f65-9789b5ea503c,t19,0,9,2016-08-08T22:48:42.263Z,click,________
6e0eb682-53ff-33e5-ca3b-074a33d8b797,,0,0,2016-08-09T17:19:26.668Z,click,_
6e0eb682-53ff-33e5-ca3b-074a33d8b797,,0,0,2016-08-09T17:19:40.426Z,click,____
6e0eb682-53ff-33e5-ca3b-074a33d8b797,,0,0,2016-08-09T17:19:49.377Z,click,____
6e0eb682-53ff-33e5-ca3b-074a33d8b797,,0,0,2016-08-09T17:19:59.764Z,click,____
7ab162bc-fdac-7174-bd6c-c9ad44ec2ba2,,0,1,2016-08-10T16:01:26.763Z,click,__
